,symbol,passed,FilterWinLoss1Min,FilterWinLoss1Max,FilterValue1,FilterVolume1
1399,LTC,False,-2.2472,1.6646,47.96,103615
1400,LXFR,False,-7.8204,3.9698,16.76,85998
1401,LUB,False,-3.6725,3.4783,1.16,1127
1402,MTB,True,-5.1689,1.5073,151.32,488932
1403,MDC,False,-4.1379,3.0055,36.35,137967
1404,MAC,True,-3.46,2.4977,30.44,921482
1405,CLI,True,-3.5974,2.773,22.3,195496
1406,MGU,False,-1.5398,1.154,23.37,14222
1407,MFD,False,-3.428,1.4,9.99,13118
1408,MIC,True,-4.6815,2.264,38.04,312085
1409,MHO,False,-2.7894,10.1314,36.07,87065
1410,BMA,False,-52.6674,10.5842,37.28,264389
1411,M,True,-6.6872,2.8761,19.36,5136053
1412,MGA,True,-3.7088,3.4298,49.89,520929
1413,MX,False,-6.7603,6.2378,10.02,152302
1414,MGY,True,-7.3345,5.4717,10.13,978201
1415,MCN,False,-2.1505,1.4063,6.39,19827
1416,MHLA,False,-2.8605,6.3961,17.67,1150
1417,MMP,True,-1.4242,1.23,65.81,388167
1418,MAIN,False,-4.1032,2.4694,42.44,128537
1419,MHNC,False,-1.31,3.1818,22.2,1334
1420,MANU,False,-2.0145,3.6131,17.6,15218
1421,MNK,False,-13.6585,9.0426,4.85,1976380
1422,MTW,False,-7.231,4.5482,16.03,169892
1423,MMD,False,-0.8084,0.9219,20.8,29543
1424,MN,False,-4.9724,7.5949,1.7,17714
1425,MAN,False,-2.4222,3.5319,87.91,181462
1426,MRO,True,-5.8735,6.722,12.95,7039968
1427,MFC,True,-3.3186,2.3058,16.9,785625
1428,MCS,False,-4.5442,3.2934,36.26,124827
1429,MMI,False,-4.1988,9.6753,35.53,128567
1430,HZO,False,-16.6566,5.9377,14.66,133438
1431,MPX,False,-5.2927,6.3143,14.88,8279
1432,MPC,True,-5.5017,3.4285,47.15,2725886
1433,MKL,False,-2.5008,2.2826,1148.06,14312
1434,MMC,True,-3.2346,2.6893,99.22,888865
1435,VAC,True,-6.919,4.4473,88.97,191775
1436,MLM,True,-2.1477,9.9781,251.43,317775
1437,DOOR,False,-4.5311,3.242,51.08,62012
1438,MTZ,True,-3.787,15.8315,61.13,280605
1439,MA,True,-4.6799,3.2416,274.53,2093004
1440,MTDR,True,-9.6813,5.3737,15.37,1977117
1441,MTRN,False,-4.1358,3.8202,59.42,110951
1442,MATX,False,-5.4798,3.3736,36.18,76166
1443,MAS,True,-3.949,8.1122,39.17,1432979
1444,MLP,False,-8.8849,3.85,10.23,2938
1445,MMS,False,-4.6787,12.9243,76.55,152334
1446,MAXR,False,-6.1141,11.7155,7.28,793913
1447,MBI,False,-7.3797,6.4665,9.11,280076
1448,MKC,True,-2.7893,2.6686,167.13,425425
1449,MKC.V,False,-1.9643,2.5676,166.76,411
1450,MCD,True,-1.879,1.7249,219.73,1698600
1451,MUX,False,-6.4865,9.4972,1.85,1960883
1452,MXL,True,-9.0873,5.1717,20.97,298583
1453,MCK,True,-3.9126,6.6931,146.31,627873
1454,MDR,False,-35.3175,2.4691,4.01,1912859
1455,MTL,False,-4.0,6.0606,1.86,7155
1456,MPW,True,-3.9011,2.0595,17.85,3135743
1457,MDU,True,-2.4119,2.1781,26.69,516241
1458,MCV,False,-5.6306,8.7711,23.6,1002
1459,MDLQ,False,-2.681,29.8393,18.69,2705
1460,MCX,False,-1.4755,5.6886,24.59,185
1461,MCC,False,-3.629,18.4549,2.65,39831
1462,MFAC,False,-0.3968,0.79,10.12,0
1463,MED,False,-7.1782,4.9251,104.09,162006
1464,MDLX,False,-4.8858,26.6874,18.1,0
1465,MD,True,-9.6052,2.4055,21.82,367091
1466,MDT,True,-2.7558,1.7385,102.4,2555292
1467,MDLY,False,-3.6585,31.0924,3.48,788
1468,MRK,True,-1.5982,1.4798,86.08,6929056
1469,MCY,False,-6.1464,1.5896,54.49,104847
1470,MDP,True,-4.928,3.3181,47.54,228266
1471,MTH,True,-3.3791,18.1651,63.3,203900
1472,MTOR,True,-9.2196,4.6551,18.86,488084
1473,PIY,False,-2.8467,1.9698,13.54,0
1474,MSB,False,-3.5422,1.8532,24.24,43123
1475,MTR,False,-18.6115,5.4795,7.44,1106
1476,MET,True,-3.6371,2.8089,46.93,2916889
1477,MTD,False,-5.6481,2.086,689.97,111660
1478,MXE,False,-3.0693,5.87,10.4,0
1479,MCB,False,-4.8844,3.1411,39.38,1941
1480,MEI,False,-3.739,3.3219,27.0,78694
1481,MXF,False,-3.209,1.2384,12.31,7551
1482,MFA,False,-2.6648,3.0429,7.31,1162627
1483,MFO,False,-0.5792,0.3831,25.82,1587
1484,MIN,False,-1.31,1.0554,3.82,135789
1485,MMT,False,-1.3468,0.8532,5.83,101977
1486,MFM,False,-1.12,1.1412,7.12,21635
1487,MFV,False,-2.5424,3.6585,5.9,1997
1488,MTG,True,-3.1891,2.0392,12.35,1337894
1489,MCR,False,-1.2225,0.9864,8.25,47317
1490,MGM,True,-2.551,3.7453,28.86,3289610
1491,MGF,False,-0.6936,1.1038,4.61,17895
1492,MGP,True,-2.6146,1.6742,29.5,401265
1493,MAA,True,-3.3391,2.544,124.27,292682
1494,MSL,False,-5.8872,3.3956,10.74,10922
1495,MPO,False,-8.5288,17.4312,5.5,106847
1496,MCRN,True,-2.019,1.6598,15.87,520447
1497,MLR,False,-2.05,7.5459,32.61,23780
1498,HIE,False,-1.701,0.9242,10.87,37203
1499,MG,False,-2.7723,14.9826,16.03,22424
1500,MFGP,False,-5.4067,2.8326,19.34,188925
1501,MUFG,False,-1.848,3.9749,4.79,441836
1502,MTX,False,-5.3406,4.0899,49.41,80052
1503,MFG,False,-1.0453,2.1127,2.97,218805
1504,MBT,False,-2.0808,1.3174,7.87,1130345
1505,MOGU,False,-6.7746,6.087,2.41,6133
1506,MOD,False,-25.1458,7.7897,10.56,113621
1507,MODN,False,-2.245,14.6789,26.0,66007
1508,MC,True,-5.3238,3.02,32.73,233241
1509,MIXT,False,-7.2861,3.4115,14.48,16629
1510,MHK,True,-17.6004,2.3584,114.81,372422
1511,MOH,True,-4.0932,3.3318,137.28,293702
1512,TAP,True,-5.1476,3.8171,51.68,1092086
1513,MOG.B,False,-11.5898,2.9955,78.45,0
1514,MNR,True,-3.3503,2.2624,13.4,265042
1515,MOG.A,False,-7.4565,3.7175,77.73,55009
1516,MCO,True,-5.4176,5.983,213.5,343120
1517,MS,True,-3.8699,1.9389,40.69,7091856
1518,TAP.A,False,-5.7278,6.5976,66.0,0
1519,CAF,False,-6.9179,3.28,20.15,29969
1520,EDD,False,-2.4566,1.1364,6.78,121699
1521,MSD,False,-1.9895,0.641,9.31,33317
1522,IIF,False,-4.2977,1.7505,18.04,8435
1523,MOSC,False,-0.3902,0.2938,10.2,0
1524,MOS,True,-8.1416,5.9144,20.61,1933506
1525,MSI,True,-1.8794,3.2289,176.05,452889
1526,HJV,False,-8.32,5.54,5.96,150
1527,MPLX,True,-5.596,3.0516,27.1,1659616
1528,MRC,True,-7.5447,6.2169,13.88,515001
1529,MOV,False,-4.8994,3.0403,24.49,75160
1530,MSGN,False,-5.8358,1.7497,18.23,156466
1531,MSCI,True,-4.9687,3.8171,226.31,288518
1532,MSM,True,-3.7016,2.6458,68.47,334627
1533,MLI,False,-5.6298,5.7123,27.1,85986
1534,MSA,False,-4.9647,2.4695,102.32,67972
1535,MWA,True,-2.6104,6.5979,10.26,333840
1536,MZA,False,-0.609,1.6393,14.47,1455
1537,MUR,True,-7.3013,5.7104,19.71,1689668
1538,MUSA,False,-3.4518,6.5326,92.06,148207
1539,MVO,False,-6.2963,2.9248,7.1,8326
1540,MVCD,False,-0.7666,0.54,25.8,519
1541,MVC,False,-3.0303,4.4101,9.16,185
1542,MYE,False,-9.1573,2.0397,15.54,69060
1543,MVF,False,-0.7431,1.1866,9.5,46308
1544,NBR,False,-14.1892,29.5238,2.02,8902040
1545,NC,False,-3.577,5.3936,51.32,2457
1546,NTP,False,-3.7,4.5872,9.45,942
1547,MYOV,False,-5.8008,4.8921,7.18,61587
1548,NFG,True,-3.1817,4.2458,47.32,377117
1549,NBHC,False,-4.0243,3.5777,33.7,45510
1550,NHI,False,-1.7153,1.344,82.15,94372
1551,NGG,True,-2.3892,1.5331,50.94,274249
1552,NPK,False,-2.9332,2.9972,92.93,34448
1553,NOV,True,-5.7935,11.3153,20.38,2692758
1554,SID,False,-7.4813,3.8674,3.71,1806164
1555,NNN,True,-1.7114,2.0287,54.82,548170
1556,NGS,False,-5.8611,4.4834,11.5,14218
1557,NGVC,False,-8.6735,29.5207,9.4,37432
1558,NTZ,False,-10.719,1.81,1.47,457
1559,NLS,False,-27.9793,35.8382,1.33,274602
1560,NSA,True,-2.2896,3.2552,31.91,195219
1561,NCI,False,-1.3136,16.7221,28.02,130106
1562,NRP,False,-5.3329,3.7447,29.59,2929
1563,NNA,False,-3.9706,3.3435,6.1,6754
1564,NM,False,-13.2244,24.5614,4.53,44336
1565,NVGS,False,-6.0456,1.8519,9.56,43078
1566,NAV,True,-6.4583,3.88,25.49,260653
1567,NMM,False,-5.9041,4.1966,15.31,18869
1568,NP,False,-3.0336,12.0258,67.01,41744
1569,NNI,False,-2.3223,6.023,66.8,36132
1570,NPTN,False,-4.6771,34.7222,6.09,518830
1571,NVRO,False,-4.2744,17.556,81.04,169219
1572,NCR,True,-5.9556,4.7757,31.78,285079
1573,GF,False,-2.4561,1.3299,13.82,735
1574,NMFX,False,-2.0083,3.1177,26.03,3
1575,NEWM,False,-18.6047,23.91,7.93,264020
1576,IRL,False,-4.1475,0.7285,8.24,903
1577,NFC,False,-0.3914,0.4912,10.17,100
1578,EDU,True,-4.0128,9.1871,105.66,415020
1579,NEWR,True,-28.6294,7.009,61.87,471063
1580,HYB,False,-1.3809,0.8168,8.69,18803
1581,NMFC,True,-1.6739,0.8082,13.46,230807
1582,NWHM,False,-5.3269,6.6667,3.87,22545
1583,SNR,False,-5.3085,2.8065,6.53,176591
1584,NRZ,True,-3.5357,1.3944,14.52,1933190
1585,NYT,True,-12.1698,2.1902,28.8,774607
1586,NYCB,True,-1.9625,2.9464,11.42,2005612
1587,NJR,True,-4.1934,1.3582,44.88,276667
1588,NEU,False,-1.8347,5.5478,467.28,23414
1589,NEM,True,-3.207,3.5799,37.66,4468904
1590,NEXA,False,-6.8927,5.9972,7.7,22698
1591,NR,False,-7.0773,7.0126,7.42,269950
1592,NXRT,False,-2.9013,4.0,45.87,46467
1593,NHF,False,-1.2572,1.1321,18.41,96479
1594,NEP,False,-3.0482,1.69,48.85,80275
1595,NEE,True,-1.5893,1.6102,215.62,964996
1596,NGL,True,-3.0513,1.6578,13.58,265896
1597,NKE,True,-3.3825,2.9505,83.32,3562999
1598,NIO,False,-9.7859,6.0694,3.15,10609998
1599,NINE,False,-7.3359,4.2105,8.91,100509
1600,NOAH,False,-4.2672,2.71,29.84,100966
1601,NLSN,True,-3.7396,1.8416,21.27,1216222
1602,NE,False,-12.2905,20.7865,1.41,2717185
1603,NBL,True,-7.2011,6.7838,22.3,2680794
1604,NI,True,-5.3854,4.2345,28.71,1327221
1605,NL,False,-11.5914,24.3108,3.93,4834
1606,NBLX,False,-7.7503,3.1967,26.21,89683
1607,NOK,False,-3.1858,10.0386,5.33,12225327
1608,NOMD,True,-3.4467,2.2932,20.32,300783
1609,NMR,False,-2.1858,5.3125,3.52,236316
1610,OSB,False,-5.4054,3.8936,22.2,78159
1611,JWN,True,-6.8861,7.8853,29.12,2371519
1612,NSC,True,-7.4784,2.5338,177.5,1376481
1613,NOA,False,-5.259,18.4834,12.0,45920
1614,NAT,False,-5.2863,3.8095,1.85,400722
1615,NRE,False,-0.3515,0.3527,17.05,152835
1616,NOC,True,-2.0799,5.8582,370.66,567728
1617,NWN,False,-1.459,1.6833,70.5,55045
1618,NRT,False,-2.953,4.039,7.45,3865
1619,NWE,True,-2.2929,1.2616,69.15,205323
1620,NCLH,True,-2.9505,2.1811,50.44,949812
1621,NVS,True,-2.7557,4.4664,91.12,1110227
1622,DNOW,True,-6.6939,6.9991,12.34,605231
1623,NRG,True,-4.349,5.4655,34.59,1897433
1624,NUS,True,-14.6341,4.7743,40.25,373207
1625,NUE,True,-3.4621,3.6935,50.17,1374474
1626,NS,False,-3.4617,2.7315,27.3,173900
1627,NVO,True,-1.6831,2.93,51.86,872354
1628,NSS,False,-0.6992,0.4292,25.99,13141
1629,NTR,True,-4.2569,7.2616,50.21,695200
1630,JMLP,False,-3.6972,2.36,5.5,30924
1631,NUV,False,-0.4897,0.5859,10.48,109754
1632,NVG,False,-0.4941,0.8,16.62,184196
1633,NAZ,False,-0.6574,1.4147,13.58,7555
1634,NCB,False,-2.7273,1.9938,16.65,762
1635,NUW,False,-1.2742,1.0351,17.65,14444
1636,NEA,True,-0.14,0.5018,14.35,265233
1637,NCA,False,-1.4493,1.6505,10.61,19337
1638,NTC,False,-0.1527,0.5259,13.52,1906
1639,NKX,False,-0.4046,1.151,15.51,28148
1640,NAC,False,-0.5387,0.5472,15.08,127202
1641,JDD,False,-1.9538,2.3134,10.86,14024
1642,DIAX,False,-2.3563,1.2926,17.18,44195
1643,JCE,False,-2.8839,2.3581,13.95,18972
1644,JQC,False,-1.0309,0.651,7.62,360096
1645,JCO,False,-1.1122,1.2282,9.83,10729
1646,JMF,False,-3.2672,1.81,8.28,74961
1647,JEMD,False,-1.6429,1.5573,9.0,6961
1648,NEV,False,-0.68,1.4473,14.81,30790
1649,JFR,False,-0.7157,0.6179,9.72,123896
1650,JRO,False,-0.9298,0.8282,9.59,96474
1651,NKG,False,-0.4843,0.6536,12.6,5613
1652,JGH,False,-1.5524,0.5256,15.2,22820
1653,JHD,False,-0.1012,0.1013,9.89,24533
1654,JHAA,False,-1.9266,3.5138,10.75,1227
1655,NXC,False,-0.4453,1.5793,15.66,938
1656,JHB,False,-0.3018,0.5066,9.88,41044
1657,JHY,False,-0.8,1.3013,10.0,9656
1658,NXN,False,-1.4331,1.7467,13.99,372
1659,NID,False,-0.5106,0.6579,13.77,28301
1660,NMY,False,-0.37,0.905,13.37,5492
1661,JMM,False,-1.6319,1.34,7.49,6
1662,NMS,False,-0.4438,0.83,14.42,332
1663,NOM,False,-2.1429,2.0438,13.98,53
1664,NHA,False,-0.5128,1.134,9.81,504
1665,JLS,False,-0.431,0.2157,23.13,10689
1666,NMT,False,-0.7358,3.1773,14.24,117
1667,NUM,False,-0.1453,0.5631,14.32,6816
1668,NZF,False,-0.5013,0.6875,16.32,120636
1669,NMZ,False,-1.32,1.0417,14.36,84947
1670,NXJ,False,-0.4888,0.8904,14.73,25321
1671,NRK,False,-0.59,1.2583,13.6,52245
1672,NJV,False,-0.9306,1.6568,13.97,0
1673,NNY,False,-1.1685,2.2795,10.24,7091
1674,NMI,False,-0.8803,1.2929,11.48,1383
1675,NAN,False,-0.9161,0.9253,14.21,6228
1676,NNC,False,-0.7205,0.6686,13.76,5965
1677,NUO,False,-0.8963,1.0982,15.62,8176
1678,NYV,False,-1.4959,1.5855,14.73,0
1679,NQP,False,-1.0,0.5702,14.07,10322
1680,JPS,False,-3.5714,1.1518,9.68,268082
1681,JPT,False,-2.554,4.6034,24.57,5212
1682,NPN,False,-3.8692,4.3654,15.6,100
1683,JPI,False,-2.6672,2.2538,24.16,16572
1684,JPC,False,-2.5329,1.3514,9.8,110918
1685,BXMX,False,-2.2989,1.5649,12.85,102428
1686,NAD,True,-0.34,0.4861,14.54,211967
1687,JRI,False,-1.7815,1.53,17.01,31859
1688,JRS,False,-2.7731,1.616,10.62,26021
1689,SPXX,False,-3.1098,2.1889,16.38,13506
1690,NIM,False,-0.6718,0.4822,10.43,2687
1691,NXP,False,-0.7643,0.5208,15.73,17859
1692,NXR,False,-0.7033,0.898,15.7,8429
1693,NXQ,False,-0.6224,0.5525,14.54,12176
1694,NSL,False,-0.6897,0.5146,5.76,34134
1695,JSD,False,-1.3089,0.8626,15.3,18682
1696,NBB,False,-0.5176,1.1612,21.99,40904
1697,JTD,False,-1.1671,2.12,16.5,8650
1698,NPV,False,-0.2948,0.8869,13.66,7829
1699,NTX,False,-0.4199,0.8469,14.33,3058
1700,NIQ,False,-0.3726,0.6652,13.78,10613
1701,NVT,True,-8.8745,2.637,21.58,550039
1702,JTA,False,-2.305,1.5371,11.04,11018
1703,OAK,True,-1.5779,1.045,51.74,281744
1704,JMT,False,-1.4512,1.1171,22.42,3521
1705,OMP,False,-14.1271,1.4775,16.53,44116
1706,OSLE,False,-0.7722,1.0712,25.65,412
1707,NVR,False,-3.3379,2.6838,3559.37,9711
1708,OAS,False,-30.8094,10.3837,3.0,6364195
1709,OBE,False,-8.2569,9.4707,1.26,64673
1710,OXY,True,-4.5406,3.5241,44.76,5452204
1711,OII,True,-19.0476,4.0782,12.59,769373
1712,OCN,False,-12.4138,20.4724,1.51,147939
1713,OZM,False,-3.4091,5.6014,24.0,65482
1714,OFG,False,-3.6603,3.6822,20.79,167134
1715,OGE,True,-2.645,1.4873,42.89,551469
1716,OIBR.C,False,-5.2632,3.2086,1.79,78082
1717,OIS,True,-6.0388,15.0727,13.5,361252
1718,ODC,False,-6.7536,2.1759,32.8,1467
1719,ORI,True,-3.2787,1.8295,22.44,801244
1720,OLN,True,-4.8331,3.215,17.35,1291616
1721,OHI,True,-2.5696,5.4351,38.55,677998
1722,OMN,True,-0.3006,0.402,10.03,239726
1723,OMC,True,-2.916,2.6974,78.61,825015
1724,ONDK,False,-23.2323,18.4211,3.33,234105
1725,OMF,True,-3.6612,17.6125,39.06,209708
1726,OKE,True,-4.6767,4.2702,69.64,1203686
1727,OGS,False,-3.0669,1.9224,89.43,84801
1728,ONE,False,-9.5119,10.6648,7.68,43404
1729,OPY,False,-4.878,3.6814,26.98,34683
1730,OOMA,False,-9.1049,5.0806,11.96,37227
1731,OLP,False,-2.5721,0.8565,28.06,26506
1732,ORAN,True,-1.2743,2.0576,15.03,355884
1733,ORCL,True,-3.7249,2.4559,53.97,6057434
1734,ORC,False,-9.2375,1.6591,6.16,329372
1735,ORN,False,-6.8966,15.2334,4.1,58851
1736,OEC,True,-15.0881,6.087,12.71,276166
1737,OSK,True,-8.9386,1.88,72.48,391396
1738,IX,False,-3.7312,1.0876,70.06,14930
1739,OR,True,-7.3208,9.5947,12.34,587753
1740,OUT,True,-3.1599,3.9454,27.58,448896
1741,OSG,False,-8.377,3.7234,1.68,125741
1742,ORA,False,-2.1961,10.0522,72.23,91769
1743,OMI,False,-7.2131,42.807,5.14,457676
1744,OI,True,-24.2192,2.5611,11.54,468966
1745,OC,True,-2.7759,5.8398,54.38,711621
1746,OXM,False,-5.6292,2.91,66.74,114839
1747,ROYT,False,-4.0909,2.31,2.16,45959
1748,PACD,False,-14.0762,8.0051,4.56,28086
1749,PCG,True,-7.5607,7.0255,16.95,2574511
1750,PKG,True,-2.0089,1.82,101.5,532232
1751,PAGS,True,-5.967,5.2953,46.8,1156587
1752,PAM,False,-53.8155,9.7157,16.26,191839
1753,PARR,False,-3.0207,1.7489,21.68,148372
1754,PGRE,True,-2.6042,2.3024,13.15,556580
1755,PKE,False,-4.357,2.9428,18.01,65275
1756,PK,True,-3.4078,2.7149,24.09,804086
1757,PHX,False,-4.7417,6.8481,11.46,14378
1758,PE,True,-8.6799,15.9236,16.45,3052547
1759,PANW,True,-3.173,2.77,222.46,556801
1760,PAR,False,-7.4789,4.7414,22.49,69594
1761,PH,True,-3.2665,3.7524,165.64,450893
1762,PRTY,False,-18.2777,9.6948,4.31,1187541
1763,PBF,True,-10.0609,3.016,22.72,1001780
1764,PBFX,False,-2.5653,1.4891,20.62,18543
1765,PSO,False,-3.73,5.6325,9.82,112848
1766,PEB,True,-2.9227,3.9134,27.19,569120
1767,BTU,True,-11.6334,4.7565,18.79,550687
1768,PAYC,True,-6.4899,5.3057,243.58,253303
1769,PBA,True,-1.8853,1.4481,37.04,300657
1770,PFSI,False,-1.8029,5.7716,26.44,81076
1771,PMT,True,-2.2242,1.9039,21.94,413242
1772,PAG,True,-3.7132,4.6067,44.19,244560
1773,PEI,False,-10.2102,4.4776,5.22,724225
1774,PKI,True,-8.1917,1.8325,82.15,399694
1775,PEN,False,-11.2359,4.9354,151.97,171501
1776,PNR,True,-3.6721,4.5745,37.07,821755
1777,PFGC,True,-1.5211,1.6821,43.8,276448
1778,PVL,False,-5.6391,3.4188,2.5,18378
1779,PBT,False,-3.6053,4.3726,4.98,53430
1780,PRT,False,-4.87,2.5469,6.98,14646
1781,PRSP,True,-4.5096,2.9452,22.0,216244
1782,PBR,True,-5.1505,3.1008,14.09,9424210
1783,PFE,True,-6.4174,0.9843,35.2,11909043
1784,ISD,False,-1.9741,0.4175,14.41,48880
1785,PGTI,False,-15.5707,5.5841,14.47,157412
1786,PTR,False,-4.1229,1.7412,49.53,63122
1787,PM,True,-4.6454,8.2171,83.95,2106587
1788,PBR.A,True,-5.2825,4.0435,12.98,2933248
1789,PRGO,True,-6.7961,2.9839,47.76,861436
1790,PSXP,False,-2.0019,3.7703,52.07,186707
1791,FENG,False,-6.2937,11.25,3.11,17561
1792,GHY,False,-1.512,0.9059,14.28,43919
1793,PSX,True,-3.8987,3.4727,99.74,1465867
1794,PDM,True,-3.7475,1.6699,19.55,350187
1795,PIR,False,-16.309,16.4063,3.7,89646
1796,DOC,True,-2.7027,2.1028,17.24,524788
1797,PCQ,False,-1.2146,1.2755,19.61,10017
1798,PCK,False,-0.7071,0.9938,10.21,13160
1799,PZC,False,-0.8696,1.1454,11.36,8240
1800,PCM,False,-1.9811,1.4427,11.34,18177
1801,PTY,False,-1.1212,0.7629,18.44,162588
1802,PCI,True,-1.2784,1.7055,24.05,314784
1803,PCN,False,-1.5309,1.6375,18.18,37104
1804,PGP,False,-4.7314,1.0101,11.75,11024
1805,PHK,False,-1.9729,1.8868,7.95,227935
1806,PKO,False,-2.3997,0.6126,26.74,18792
1807,NRGX,False,-3.0894,3.4,18.51,31350
1808,PFN,False,-0.66,0.8427,10.65,110395
1809,PDI,False,-1.447,1.3427,31.68,92013
1810,PMF,False,-0.5431,1.4403,14.66,20523
1811,PML,False,-1.3656,1.3968,16.0,73618
1812,PMX,False,-1.0334,1.3644,12.48,10274
1813,PNF,False,-0.9006,1.0226,13.79,3157
1814,PYN,False,-1.232,1.1318,9.8,1506
1815,PNI,False,-0.604,0.8673,11.91,7684
1816,PFL,False,-0.7481,0.6678,11.89,38846
1817,RCS,False,-3.1504,1.8293,9.58,33732
1818,PES,False,-11.1217,21.0526,0.1679,1531544
1819,PHD,False,-0.5731,1.0466,10.42,40172
1820,PNW,True,-1.6395,1.6057,92.97,671519
1821,PHT,False,-1.6967,1.5005,9.23,45045
1822,MAV,False,-1.306,1.1121,11.05,41083
1823,MHI,False,-0.788,1.3622,12.63,29121
1824,PJC,False,-2.4517,3.431,72.43,55064
1825,PXD,True,-7.592,3.8074,128.36,791220
1826,PBI,False,-7.1605,17.1831,3.54,988312
1827,PVTL,False,-5.7562,2.6651,8.46,1065552
1828,PJT,False,-4.6964,8.5197,40.89,77944
1829,PAA,True,-3.4483,1.7886,21.75,864907
1830,PAGP,True,-3.3713,1.8733,22.25,685451
1831,PLNT,True,-6.7742,4.2907,72.63,710076
1832,PLT,True,-14.7126,6.43,29.25,204947
1833,PHI,False,-4.2505,4.8687,22.34,44952
1834,AGS,False,-51.9653,10.4689,11.01,136113
1835,PNC,True,-3.6532,1.61,130.75,1063617
1836,PII,True,-3.3586,11.8117,89.56,224320
1837,PNM,False,-2.6352,2.0396,50.38,179844
1838,PKX,False,-4.4964,2.12,42.95,92921
1839,PPDF,False,-7.2581,4.2607,3.26,557941
1840,POST,True,-3.9341,2.7212,97.19,247588
1841,POR,True,-1.9921,1.1093,55.66,311686
1842,PPG,True,-2.8116,3.3581,113.09,785566
1843,POL,True,-3.5714,3.4818,31.32,227712
1844,PPX,False,-1.1587,1.2006,25.36,10805
1845,PYT,False,-2.092,1.1426,19.99,0
1846,PYS,False,-1.7377,12.1059,18.0,1071
1847,PDS,False,-8.0292,8.0247,1.19,330791
1848,APTS,False,-2.8413,3.2349,14.34,166537
1849,PQG,False,-4.0411,8.6438,14.8,34262
1850,PVG,True,-4.2403,5.2583,12.68,1387776
1851,PBH,True,-2.8035,4.4915,33.17,238454
1852,PPL,True,-2.2927,2.1049,29.64,3151741
1853,PRI,False,-5.1092,4.7332,112.7,118752
1854,PGZ,False,-1.2327,2.3018,19.75,9103
1855,PBC,False,-0.8462,1.06,26.32,100
1856,PRA,False,-2.7147,2.786,38.94,175738
1857,PGR,True,-4.66,2.8575,79.46,1273166
1858,PLD,True,-2.3227,2.0745,81.82,1398429
1859,PUMP,True,-26.4706,9.9517,12.19,845813
1860,PG,True,-2.8856,3.8017,117.25,4018769
1861,PRO,True,-4.0463,9.0194,72.78,228838
1862,PBY,False,-1.6043,1.5909,25.85,1019
1863,PBB,False,-0.9705,0.6265,25.69,4109
1864,PB,True,-3.2281,4.0148,65.73,300702
1865,PRLB,False,-9.8114,8.9511,97.14,107913
1866,PJH,False,-1.1128,0.6144,25.99,3997
1867,PRH,False,-1.0844,0.6576,25.72,15263
1868,PRU,True,-10.0878,1.3285,83.58,1126024
1869,PUK,False,-6.6717,2.7725,36.42,93515
1870,PFS,False,-3.7127,1.4875,23.67,102275
1871,PRS,False,-0.9356,0.8572,26.66,28631
1872,PSA,True,-1.5188,1.762,258.28,516179
1873,PSB,False,-2.4981,2.3303,175.68,69833
1874,TLK,False,-4.2263,2.0153,30.03,123939
1875,PEG,True,-2.3942,2.0493,57.63,1751230
1876,PHM,True,-8.3333,3.1068,32.25,1447895
1877,PSTG,True,-9.2667,2.521,13.42,1522135
1878,PMM,False,-1.2674,1.0217,7.93,59621
1879,NEW,False,-3.9735,5.6897,6.41,38555
1880,PIM,False,-0.6494,0.8753,4.64,52280
1881,PMO,False,-1.3678,0.9939,13.23,29620
1882,PPT,False,-0.38,0.5725,5.3,126833
1883,PVH,True,-6.8826,3.44,74.67,866432
1884,PYX,False,-9.4203,9.68,13.5,158813
1885,QEP,False,-15.6894,7.6271,4.19,4519722
1886,QTWO,False,-3.9177,15.156,89.69,189489
1887,PZN,False,-4.4226,14.72,8.56,15536
1888,QGEN,True,-5.5611,1.8437,35.88,354381
1889,QTS,False,-2.7747,4.9908,47.87,156415
1890,QUAD,False,-7.9017,31.2065,10.35,332135
1891,NX,False,-2.269,2.6228,17.56,68771
1892,KWR,False,-7.4669,3.1154,164.47,42591
1893,QD,False,-5.7987,8.3969,8.85,2016469
1894,DGX,True,-2.4816,5.4038,101.5,403767
1895,QES,False,-8.7879,10.396,1.48,1905
1896,QHC,False,-23.2955,7.2289,1.24,51082
1897,CTAA,False,-1.4695,1.1472,26.06,4779
1898,PWR,True,-5.6322,2.4034,33.65,508832
1899,CTBB,False,-2.4706,1.0784,24.59,60358
1900,QVCD,False,-0.998,1.0483,25.12,21361
1901,QUOT,False,-28.3744,3.0261,7.59,169949
1902,CTDD,False,-1.3354,1.251,24.98,42862
1903,CTV,False,-1.3312,0.7477,25.36,11538
1904,CTZ,False,-1.7255,1.1966,25.46,13041
1905,RMED,False,-133.06,4.3956,1.21,1877
1906,RRD,False,-5.3659,11.6022,1.93,313205
1907,RRC,False,-9.4903,16.5272,4.34,6724970
1908,RDN,True,-3.2401,2.7232,22.53,611611
1909,RL,True,-5.3823,2.3363,93.41,813979
1910,CTY,False,-1.4208,1.3519,24.22,33602
1911,RNGR,False,-11.5493,5.4519,5.94,0
1912,RJF,True,-4.1339,2.1802,75.96,605433
1913,RYN,True,-4.4248,1.2,26.61,289388
1914,RTN,True,-2.0052,4.5822,183.6,1109003
1915,RCA,False,-1.5982,2.8731,26.59,0
1916,RYAM,False,-40.6,9.5652,3.06,880980
